name,description,price,stock,category,image_url,is_featured
Asus ROG Phone 8 Bundle,"Gaming phone with shoulder triggers, 165Hz AMOLED, AeroActive cooler. Comes with extra accessories and extended care.",1344,29,Phones,"https://loremflickr.com/600/600/asus,rog,gaming,phone/all?lock=90",false
The Ordinary Niacinamide 10%,Reduces appearance of blemishes and congestion.,8,3,Beauty,"https://loremflickr.com/600/600/serum,skincare/all?lock=468",false
New Balance 530,Retro 2000s runner returning with vintage colorways.,107,144,Footwear,"https://loremflickr.com/600/600/newbalance,530,sneakers/all?lock=339",false
Microsoft Surface Laptop 5,"Premium 13.5-inch PixelSense touchscreen, Alcantara keyboard, Core i7.",1579,75,Laptops,"https://loremflickr.com/600/600/surface,microsoft,laptop/all?lock=39",false
Philips Norelco 9000 Shaver (Refurbished),"V-Track Pro blades, contour-detect heads, wet/dry. Certified refurbished — same warranty, lower price.",188,19,Beauty,"https://loremflickr.com/600/600/shaver,grooming/all?lock=483",false
Canon EOS R6 Mark II Bundle,"24MP full-frame, 40fps burst, 6K oversampled 4K. Comes with extra accessories and extended care.",3034,29,Cameras,"https://loremflickr.com/600/600/canon,camera,mirrorless/all?lock=163",false
Microsoft Xbox Series X Bundle,"12 TFLOPS, true 4K gaming, Quick Resume. Comes with extra accessories and extended care.",532,37,Gaming,"https://loremflickr.com/600/600/xbox,console,gaming/all?lock=186",false
Asus ROG Phone 8,"Gaming phone with shoulder triggers, 165Hz AMOLED, AeroActive cooler.",1169,20,Phones,"https://loremflickr.com/600/600/asus,rog,gaming,phone/all?lock=88",false
Magna-Tiles 100-Piece Set,Magnetic building tiles for STEM creative play.,150,38,Toys,"https://loremflickr.com/600/600/magnetiles,toy/all?lock=535",false
Flannel Plaid Shirt Bundle,"Brushed flannel, classic plaid, button-front, two chest pockets. Comes with extra accessories and extended care.",73,26,Shirts,"https://loremflickr.com/600/600/flannel,shirt,menswear/all?lock=272",false
DJI Osmo Action 4 (Refurbished),"1/1.3-inch sensor, magnetic quick-release, 4K 120p. Certified refurbished — same warranty, lower price.",287,25,Cameras,"https://loremflickr.com/600/600/dji,action,camera/all?lock=176",false
Carpenter Work Pants,"Heavy canvas, hammer loop, double knee, made for hard wear.",85,40,Pants,"https://loremflickr.com/600/600/workpants,pants/all?lock=301",false
Concept2 RowErg (Refurbished),"Gold-standard indoor rower, PM5 monitor. Certified refurbished — same warranty, lower price.",748,45,Sports,"https://loremflickr.com/600/600/rowing,rower,fitness/all?lock=435",false
Fleece Half-Zip Pullover,"Brushed sherpa fleece, kangaroo pocket, cozy stand collar.",73,20,Outerwear,"https://loremflickr.com/600/600/fleece,pullover,outerwear/all?lock=317",false
Philips Hue Starter Kit,Three smart bulbs and a Hue Bridge for full home control.,181,22,Smart Home,"https://loremflickr.com/600/600/philips,hue,smartlight/all?lock=250",false
Logitech MX Master 3S,"Ergonomic, 8K DPI, MagSpeed scroll wheel.",100,18,Accessories,"https://loremflickr.com/600/600/logitech,mouse/all?lock=216",false
The Pragmatic Programmer (Refurbished),"Your journey to mastery, 20th anniversary edition. Certified refurbished — same warranty, lower price.",24,42,Books,"https://loremflickr.com/600/600/book,programming/all?lock=505",false
Xiaomi 14 Pro,"Leica optics, Snapdragon 8 Gen 3, 6.73-inch LTPO.",815,26,Phones,"https://loremflickr.com/600/600/xiaomi,smartphone,android/all?lock=79",false
Wool Dress Trousers,"Italian wool, flat-front, half-canvas construction.",175,11,Pants,"https://loremflickr.com/600/600/trousers,dresspants,menswear/all?lock=294",false
Classic Khaki Chinos,"Soft brushed twill, straight-leg fit, classic 5-pocket styling.",51,17,Pants,"https://loremflickr.com/600/600/chinos,pants,menswear/all?lock=288",false
Barbie Dreamhouse (Refurbished),"Three-story Dreamhouse with elevator and pool. Certified refurbished — same warranty, lower price.",198,9,Toys,"https://loremflickr.com/600/600/barbie,dollhouse,toy/all?lock=543",false
LEGO Creator Botanical Collection (Refurbished),"Build a buildable bouquet for the home. Certified refurbished — same warranty, lower price.",63,28,Toys,"https://loremflickr.com/600/600/lego,flowers,toy/all?lock=528",false
Crayola Inspiration Art Case,140-piece all-in-one art studio for kids.,24,50,Toys,"https://loremflickr.com/600/600/crayola,art,toy/all?lock=547",false
Elgato Stream Deck MK.2 Bundle,15 customizable LCD keys for streamers and creators. Comes with extra accessories and extended care.,204,21,Gaming,"https://loremflickr.com/600/600/elgato,streamdeck/all?lock=210",false
Apple iPhone 15 Bundle,"6.1-inch Super Retina XDR, A16 Bionic, USB-C, Dynamic Island. Comes with extra accessories and extended care.",1141,48,Phones,"https://loremflickr.com/600/600/iphone,apple,smartphone/all?lock=51",false
Bose QuietComfort Earbuds II,"CustomTune sound calibration, best-in-class ANC for earbuds.",282,27,Audio,"https://loremflickr.com/600/600/bose,earbuds/all?lock=118",true
Premium Polo Shirt Bundle,"Pique knit cotton, mother-of-pearl buttons, slim fit. Comes with extra accessories and extended care.",64,9,Shirts,"https://loremflickr.com/600/600/polo,shirt,menswear/all?lock=269",false
Funko Pop Marvel Spider-Man,"Bobblehead vinyl figure, 3.75 inches tall.",15,29,Toys,"https://loremflickr.com/600/600/funko,pop,marvel/all?lock=548",false
Peloton Bike+,"Rotating HD touchscreen, auto-resistance, Apple GymKit.",2851,49,Sports,"https://loremflickr.com/600/600/peloton,bike,fitness/all?lock=436",false
Leather Belt (Refurbished),"Full-grain bridle leather, brass buckle, made to last. Certified refurbished — same warranty, lower price.",63,42,Fashion Accessories,"https://loremflickr.com/600/600/leatherbelt,belt/all?lock=384",false
Insta360 X4,8K 360-degree camera with invisible selfie-stick effect.,586,5,Cameras,"https://loremflickr.com/600/600/insta360,camera,action/all?lock=180",false
Canvas Backpack (Refurbished),"Heavy-duty canvas, padded laptop sleeve, 22L capacity. Certified refurbished — same warranty, lower price.",85,49,Fashion Accessories,"https://loremflickr.com/600/600/backpack,bag/all?lock=373",false
Lenovo Yoga 9i Bundle,2-in-1 convertible with rotating soundbar hinge and 14-inch OLED. Comes with extra accessories and extended care.,1317,47,Laptops,"https://loremflickr.com/600/600/lenovo,yoga,laptop/all?lock=21",false
Sony PS5 Pro,Enhanced GPU and AI-driven upscaling for 4K 60fps gaming.,708,169,Gaming,"https://loremflickr.com/600/600/playstation,ps5,console/all?lock=184",false
Logitech Brio 4K Webcam (Refurbished),"4K Ultra HD webcam with HDR and 5x zoom. Certified refurbished — same warranty, lower price.",138,30,Accessories,"https://loremflickr.com/600/600/logitech,webcam/all?lock=238",false
Meta Quest 3 (Refurbished),"Mixed reality headset with full-color passthrough. Certified refurbished — same warranty, lower price.",488,33,Gaming,"https://loremflickr.com/600/600/meta,quest,vr/all?lock=200",false
Anker 737 Power Bank Bundle,"24,000mAh, 140W USB-C PD, smart display. Comes with extra accessories and extended care.",150,19,Accessories,"https://loremflickr.com/600/600/anker,powerbank/all?lock=221",false
Adidas Ultraboost 24 (Refurbished),"Boost midsole, Primeknit upper, premium daily trainer. Certified refurbished — same warranty, lower price.",149,32,Footwear,"https://loremflickr.com/600/600/adidas,ultraboost,running/all?lock=335",false
Schwinn IC4 Indoor Cycle,Magnetic resistance indoor bike with dual-sided pedals.,968,157,Sports,"https://loremflickr.com/600/600/schwinn,bike,fitness/all?lock=438",false
"Timberland 6"" Premium Boots Bundle","Waterproof nubuck, padded collar, signature wheat color. Comes with extra accessories and extended care.",266,39,Footwear,"https://loremflickr.com/600/600/timberland,boots/all?lock=360",false
Field Jacket,Waxed cotton field coat with four utility pockets.,191,9,Outerwear,"https://loremflickr.com/600/600/fieldjacket,jacket/all?lock=318",false
Vintage Graphic T-Shirt (Refurbished),"Soft-hand vintage print, ringspun cotton, retro fit. Certified refurbished — same warranty, lower price.",22,53,Shirts,"https://loremflickr.com/600/600/graphictshirt,tshirt/all?lock=276",false
Sony ZV-1 II Bundle,Vlog camera with wide 18-50mm lens and forward-facing mic. Comes with extra accessories and extended care.,1243,50,Cameras,"https://loremflickr.com/600/600/sony,camera,vlog/all?lock=160",false
KitchenAid Stand Mixer,5-quart tilt-head stand mixer with 10 speeds.,547,19,Home & Kitchen,"https://loremflickr.com/600/600/kitchenaid,mixer,kitchen/all?lock=406",false
Birkenstock Arizona Sandals Bundle,"Two-strap cork footbed sandal, adjustable buckles. Comes with extra accessories and extended care.",150,17,Footwear,"https://loremflickr.com/600/600/birkenstock,sandals/all?lock=365",false
Breville Barista Express,Espresso machine with integrated conical burr grinder.,715,46,Home & Kitchen,"https://loremflickr.com/600/600/breville,espresso,kitchen/all?lock=394",false
Classic Khaki Chinos (Refurbished),"Soft brushed twill, straight-leg fit, classic 5-pocket styling. Certified refurbished — same warranty, lower price.",39,52,Pants,"https://loremflickr.com/600/600/chinos,pants,menswear/all?lock=290",false
Marshall Stanmore III,"Iconic Marshall sound, Bluetooth 5.2, classic brass details.",354,142,Audio,"https://loremflickr.com/600/600/marshall,speaker/all?lock=132",false
HP Pavilion 15 (Refurbished),"Everyday laptop, Ryzen 5, 8GB RAM, 256GB SSD, 15.6-inch FHD. Certified refurbished — same warranty, lower price.",592,12,Laptops,"https://loremflickr.com/600/600/hp,pavilion,laptop/all?lock=25",false
LEGO Creator Botanical Collection,Build a buildable bouquet for the home.,82,182,Toys,"https://loremflickr.com/600/600/lego,flowers,toy/all?lock=526",false
Apple MacBook Pro 16 Bundle,"M3 Max, 36GB RAM, 1TB SSD, 16-inch XDR display for pro workflows. Comes with extra accessories and extended care.",4171,16,Laptops,"https://loremflickr.com/600/600/macbook,pro,laptop/all?lock=6",false
Logitech MX Keys S (Refurbished),"Backlit keys, Smart Actions automation, multi-device. Certified refurbished — same warranty, lower price.",96,26,Accessories,"https://loremflickr.com/600/600/logitech,keyboard/all?lock=219",false
Xiaomi Pad 6,"Snapdragon 870, 11-inch 144Hz IPS LCD, quad speakers.",440,9,Tablets,"https://loremflickr.com/600/600/xiaomi,tablet,android/all?lock=105",false
Coleman Sundome 4-Person Tent Bundle,Easy-setup family camping tent with weatherproof flooring. Comes with extra accessories and extended care.,117,21,Sports,"https://loremflickr.com/600/600/tent,camping/all?lock=456",false
Estee Lauder Advanced Night Repair,Synchronized Multi-Recovery Complex serum.,97,9,Beauty,"https://loremflickr.com/600/600/estelauder,skincare/all?lock=472",false
Denim Trucker Jacket,"Classic trucker silhouette, two chest pockets, button-front.",127,156,Outerwear,"https://loremflickr.com/600/600/denimjacket,denim/all?lock=312",false
Yeti Tundra 45 Cooler Bundle,"Rotomolded ice chest, bear-resistant, lifetime construction. Comes with extra accessories and extended care.",397,45,Sports,"https://loremflickr.com/600/600/yeti,cooler,outdoor/all?lock=458",false
Fujifilm X-T5 Bundle,"40MP X-Trans, classic dials, 6.2K video, in-body stabilization. Comes with extra accessories and extended care.",2231,43,Cameras,"https://loremflickr.com/600/600/fujifilm,camera,mirrorless/all?lock=170",false
Framework Laptop 13 (Refurbished),"Modular, repairable laptop with swappable ports. Built to last. Certified refurbished — same warranty, lower price.",939,56,Laptops,"https://loremflickr.com/600/600/framework,laptop,modular/all?lock=46",false
Bose QuietComfort Earbuds II (Refurbished),"CustomTune sound calibration, best-in-class ANC for earbuds. Certified refurbished — same warranty, lower price.",219,24,Audio,"https://loremflickr.com/600/600/bose,earbuds/all?lock=119",false
Linen Drawstring Pants,"Lightweight linen, drawstring waist, relaxed straight leg.",66,24,Pants,"https://loremflickr.com/600/600/linen,pants/all?lock=298",false
Steam Deck OLED,"Handheld PC gaming, HDR OLED display, longer battery.",702,6,Gaming,"https://loremflickr.com/600/600/steamdeck,console,gaming/all?lock=194",false
LEGO Star Wars Millennium Falcon,"Iconic spaceship build, 1,353 pieces, age 9+.",192,17,Toys,"https://loremflickr.com/600/600/lego,starwars,toy/all?lock=522",false
Anker 737 GaNPrime Charger Bundle,120W 3-port USB-C wall charger. Comes with extra accessories and extended care.,159,2,Accessories,"https://loremflickr.com/600/600/anker,charger/all?lock=224",false
OnePlus 12 Bundle,"Snapdragon 8 Gen 3, 100W charging, 6.82-inch LTPO AMOLED. Comes with extra accessories and extended care.",969,58,Phones,"https://loremflickr.com/600/600/oneplus,smartphone,android/all?lock=75",false
Dyson Supersonic Hair Dryer Bundle,"Intelligent heat control, faster drying, three attachments. Comes with extra accessories and extended care.",472,38,Beauty,"https://loremflickr.com/600/600/dyson,hairdryer/all?lock=479",false
The Body Keeps the Score,"Brain, mind, and body in the healing of trauma.",15,156,Books,"https://loremflickr.com/600/600/book,psychology/all?lock=515",true
Apple iPad Pro 13 (Refurbished),"M4 chip, 13-inch Ultra Retina XDR Tandem OLED, 5G optional. Certified refurbished — same warranty, lower price.",1195,60,Tablets,"https://loremflickr.com/600/600/ipad,pro,tablet/all?lock=95",false
Oura Ring Gen 3,"Sleep, readiness and activity tracking in a slim titanium ring.",339,37,Wearables,"https://loremflickr.com/600/600/oura,ring,fitness/all?lock=154",false
Samsung T7 Shield 2TB SSD,"Rugged USB 3.2 Gen 2 portable SSD, IP65, 1,050 MB/s.",226,50,Accessories,"https://loremflickr.com/600/600/samsung,ssd,drive/all?lock=228",false
Crossbody Bag,Compact crossbody with adjustable strap and zip closure.,119,39,Fashion Accessories,"https://loremflickr.com/600/600/crossbody,bag/all?lock=385",false
Arlo Pro 5S 2K,"Wireless 2K security camera, color night vision.",235,42,Smart Home,"https://loremflickr.com/600/600/arlo,camera,smarthome/all?lock=256",true
Apple MacBook Pro 16,"M3 Max, 36GB RAM, 1TB SSD, 16-inch XDR display for pro workflows.",3627,4,Laptops,"https://loremflickr.com/600/600/macbook,pro,laptop/all?lock=4",false
Nikon Z f,Retro-styled full-frame mirrorless with classic dials.,2388,41,Cameras,"https://loremflickr.com/600/600/nikon,camera,mirrorless/all?lock=165",true
Adidas Samba OG (Refurbished),"Heritage indoor soccer shoe, gum sole, T-toe overlay. Certified refurbished — same warranty, lower price.",98,8,Footwear,"https://loremflickr.com/600/600/adidas,samba,sneakers/all?lock=332",false
CeraVe Hydrating Cleanser Bundle,Gentle non-foaming cleanser with hyaluronic acid and ceramides. Comes with extra accessories and extended care.,24,40,Beauty,"https://loremflickr.com/600/600/cerave,skincare/all?lock=466",false
Track Pants (Refurbished),"Tricot track pants with side stripes and zip ankles. Certified refurbished — same warranty, lower price.",55,18,Pants,"https://loremflickr.com/600/600/trackpants,pants,athletic/all?lock=305",false
Selvedge Raw Denim Jeans,"14oz Japanese selvedge denim, button-fly, indigo dye.",207,178,Pants,"https://loremflickr.com/600/600/denim,jeans/all?lock=285",false
Flannel Plaid Shirt,"Brushed flannel, classic plaid, button-front, two chest pockets.",64,60,Shirts,"https://loremflickr.com/600/600/flannel,shirt,menswear/all?lock=270",false
PlayStation VR2,"4K HDR OLED, eye tracking, PlayStation 5 only.",551,32,Gaming,"https://loremflickr.com/600/600/psvr,vr/all?lock=201",false
Hydro Flask 32oz Bundle,"Vacuum-insulated stainless steel, TempShield. Comes with extra accessories and extended care.",51,37,Home & Kitchen,"https://loremflickr.com/600/600/hydroflask,waterbottle/all?lock=413",false
Fitbit Charge 6,"Heart rate, ECG, EDA, Google Maps and YouTube Music.",172,2,Wearables,"https://loremflickr.com/600/600/fitbit,tracker,fitness/all?lock=150",false
Philips Sonicare Toothbrush,"Premium sonic toothbrush, pressure sensor, multiple modes.",153,32,Home & Kitchen,"https://loremflickr.com/600/600/sonicare,toothbrush/all?lock=422",false
Leather Bifold Wallet (Refurbished),"Full-grain leather, six card slots, slim profile. Certified refurbished — same warranty, lower price.",51,34,Fashion Accessories,"https://loremflickr.com/600/600/wallet,leather/all?lock=371",false
Atomic Habits by James Clear (Refurbished),"An easy and proven way to build good habits and break bad ones. Certified refurbished — same warranty, lower price.",13,59,Books,"https://loremflickr.com/600/600/book,selfhelp/all?lock=495",false
Blue Yeti X (Refurbished),"Pro-level USB mic with 4-capsule array, LED meter. Certified refurbished — same warranty, lower price.",142,51,Accessories,"https://loremflickr.com/600/600/blue,yeti,microphone/all?lock=235",false
Salomon XT-6 Bundle,Trail-running heritage shoe with Quicklace and Contagrip. Comes with extra accessories and extended care.,229,42,Footwear,"https://loremflickr.com/600/600/salomon,trailrunning,sneakers/all?lock=355",false
Elgato Wave 3 USB Mic,Premium broadcast mic with Clipguard and Wave Link.,162,10,Accessories,"https://loremflickr.com/600/600/elgato,microphone/all?lock=232",false
Steam Deck OLED (Refurbished),"Handheld PC gaming, HDR OLED display, longer battery. Certified refurbished — same warranty, lower price.",547,32,Gaming,"https://loremflickr.com/600/600/steamdeck,console,gaming/all?lock=195",false
Apple iPhone 14 (Refurbished),"A15 Bionic, dual-lens 12MP, Crash Detection and Emergency SOS. Certified refurbished — same warranty, lower price.",612,60,Phones,"https://loremflickr.com/600/600/iphone,apple,smartphone/all?lock=57",false
Spalding TF-1000 Basketball,"Indoor composite leather basketball, NFHS approved.",64,60,Sports,"https://loremflickr.com/600/600/basketball,sports/all?lock=443",false
Field Jacket Bundle,Waxed cotton field coat with four utility pockets. Comes with extra accessories and extended care.,219,43,Outerwear,"https://loremflickr.com/600/600/fieldjacket,jacket/all?lock=319",false
Samsung Galaxy Watch 6 Bundle,"Sapphire crystal, BioActive sensor, sleep coaching. Comes with extra accessories and extended care.",426,33,Wearables,"https://loremflickr.com/600/600/samsung,watch,smartwatch/all?lock=144",false
Lululemon Reversible Yoga Mat (Refurbished),"5mm reversible mat with antimicrobial top layer. Certified refurbished — same warranty, lower price.",73,20,Sports,"https://loremflickr.com/600/600/yogamat,yoga/all?lock=425",false
OnePlus Nord 4,"Mid-range flagship, metal unibody, 100W SuperVOOC charging.",413,2,Phones,"https://loremflickr.com/600/600/oneplus,nord,android/all?lock=77",true
Cargo Pants,"Ripstop cotton, six utility pockets, relaxed fit.",93,29,Pants,"https://loremflickr.com/600/600/cargopants,pants/all?lock=293",false
Razer DeathAdder V3 Pro (Refurbished),"Ultralight 64g esports mouse, 30k DPI Focus Pro sensor. Certified refurbished — same warranty, lower price.",127,41,Gaming,"https://loremflickr.com/600/600/razer,mouse,gaming/all?lock=204",false
Ring Video Doorbell Pro 2 Bundle,"Head-to-toe HD+ video, 3D motion detection. Comes with extra accessories and extended care.",302,28,Smart Home,"https://loremflickr.com/600/600/ring,doorbell,smarthome/all?lock=255",false
Samsung Galaxy S24 Ultra (Refurbished),"Snapdragon 8 Gen 3, 200MP camera, built-in S Pen, titanium frame. Certified refurbished — same warranty, lower price.",1014,49,Phones,"https://loremflickr.com/600/600/samsung,galaxy,smartphone/all?lock=61",false
Hot Wheels Track Builder,Modular track set with stunt ramps and loops.,36,20,Toys,"https://loremflickr.com/600/600/hotwheels,toy/all?lock=536",false
Chambray Workshirt Bundle,Heritage-inspired workshirt with two flap pockets. Comes with extra accessories and extended care.,67,53,Shirts,"https://loremflickr.com/600/600/chambray,shirt,menswear/all?lock=282",false
Instant Pot Duo 7-in-1 (Refurbished),"6-quart multi-cooker, pressure cook, slow cook, rice, yogurt. Certified refurbished — same warranty, lower price.",84,12,Home & Kitchen,"https://loremflickr.com/600/600/instantpot,kitchen/all?lock=393",false
Elgato Stream Deck MK.2 (Refurbished),"15 customizable LCD keys for streamers and creators. Certified refurbished — same warranty, lower price.",138,44,Gaming,"https://loremflickr.com/600/600/elgato,streamdeck/all?lock=211",false
Apple MacBook Pro 14,"M3 Pro chip, 16GB unified memory, mini-LED ProMotion display, all-day battery.",2638,8,Laptops,"https://loremflickr.com/600/600/macbook,pro,laptop/all?lock=3",true
Apple iPhone 15 Pro,"Titanium frame, A17 Pro, ProMotion display, triple-lens 48MP camera.",1006,36,Phones,"https://loremflickr.com/600/600/iphone,pro,smartphone/all?lock=53",false
Apple Magic Mouse,"Multi-touch surface, rechargeable, USB-C.",91,27,Accessories,"https://loremflickr.com/600/600/apple,mouse/all?lock=212",true
Samsung Galaxy A55 Bundle,"Mid-range hero, 6.6-inch Super AMOLED, 50MP OIS camera. Comes with extra accessories and extended care.",655,57,Phones,"https://loremflickr.com/600/600/samsung,galaxy,android/all?lock=66",false
Red Wing Iron Ranger,Six-inch cap-toe boot built on a Goodyear-welted sole.,378,27,Footwear,"https://loremflickr.com/600/600/redwing,boots/all?lock=361",false
Bomber Jacket,"MA-1 style satin bomber, ribbed cuffs and hem, water-repellent.",150,30,Outerwear,"https://loremflickr.com/600/600/bomber,jacket/all?lock=324",false
Red Wing Iron Ranger Bundle,Six-inch cap-toe boot built on a Goodyear-welted sole. Comes with extra accessories and extended care.,434,50,Footwear,"https://loremflickr.com/600/600/redwing,boots/all?lock=363",false
Down Parka Bundle,"Heavy-duty parka with faux-fur hood, tested to -20F. Comes with extra accessories and extended care.",407,60,Outerwear,"https://loremflickr.com/600/600/parka,winter,jacket/all?lock=323",false
Le Creuset Dutch Oven 5.5qt Bundle,"Enameled cast iron, even heat retention, lifetime warranty. Comes with extra accessories and extended care.",530,41,Home & Kitchen,"https://loremflickr.com/600/600/lecreuset,dutchoven,kitchen/all?lock=402",false
Apple Watch Ultra 2,"Rugged titanium case, dual-frequency GPS, action button.",832,109,Wearables,"https://loremflickr.com/600/600/apple,watch,smartwatch/all?lock=138",false
Amazon Echo Dot 5 (Refurbished),"Improved sound, temperature sensor, eero mesh extender. Certified refurbished — same warranty, lower price.",44,2,Smart Home,"https://loremflickr.com/600/600/echo,alexa,smarthome/all?lock=244",false
Ninja Foodi Air Fryer,8-quart dual-zone air fryer with smart cook system.,153,4,Home & Kitchen,"https://loremflickr.com/600/600/ninja,airfryer,kitchen/all?lock=389",false
Baseball Cap,"Six-panel cotton twill, adjustable strap, embroidered logo.",39,149,Fashion Accessories,"https://loremflickr.com/600/600/baseballcap,hat/all?lock=381",false
Manduka PRO Yoga Mat,"6mm dense cushion, lifetime guarantee.",133,178,Sports,"https://loremflickr.com/600/600/manduka,yogamat,yoga/all?lock=427",false
LG Gram 17 (Refurbished),"Lightest 17-inch laptop at under 3 lbs, all-day battery, Core i7. Certified refurbished — same warranty, lower price.",1194,53,Laptops,"https://loremflickr.com/600/600/lg,gram,laptop/all?lock=49",false
Striped Long-Sleeve Henley Bundle,"Soft slub cotton, three-button placket, casual layering staple. Comes with extra accessories and extended care.",79,55,Shirts,"https://loremflickr.com/600/600/henley,shirt,menswear/all?lock=266",false
Samsung Galaxy Watch 6,"Sapphire crystal, BioActive sensor, sleep coaching.",371,2,Wearables,"https://loremflickr.com/600/600/samsung,watch,smartwatch/all?lock=142",false
Jo Malone English Pear 100ml (Refurbished),"Crisp pear and freesia eau de cologne. Certified refurbished — same warranty, lower price.",145,13,Beauty,"https://loremflickr.com/600/600/jomalone,perfume/all?lock=492",false
Hooded Rain Shell (Refurbished),"Waterproof breathable shell, taped seams, packable hood. Certified refurbished — same warranty, lower price.",108,43,Outerwear,"https://loremflickr.com/600/600/rainjacket,jacket/all?lock=316",false
Braun Series 9 Pro Shaver Bundle,"ProLift trimmer, 5 synchronized shaving elements. Comes with extra accessories and extended care.",432,18,Beauty,"https://loremflickr.com/600/600/braun,shaver,grooming/all?lock=486",false
Asics Gel-Kayano 30 (Refurbished),"Premium stability runner with FF Blast Plus cushioning. Certified refurbished — same warranty, lower price.",141,33,Footwear,"https://loremflickr.com/600/600/asics,running,sneakers/all?lock=346",false
Google Pixel 8 (Refurbished),"Best-in-class camera, Tensor G3, 7 years of OS updates. Certified refurbished — same warranty, lower price.",492,11,Phones,"https://loremflickr.com/600/600/pixel,google,smartphone/all?lock=72",false
Hyperice Hypervolt 2,"Bluetooth-enabled percussion massager, 5 speeds.",299,27,Sports,"https://loremflickr.com/600/600/hypervolt,massage,fitness/all?lock=462",false
Converse Chuck Taylor 70 (Refurbished),"Premium canvas, vintage rubber, OG silhouette. Certified refurbished — same warranty, lower price.",58,36,Footwear,"https://loremflickr.com/600/600/converse,chuck,sneakers/all?lock=343",false
GoPro Hero 12 Black,"5.3K 60p, HyperSmooth 6.0, 10-bit color, waterproof to 33ft.",425,37,Cameras,"https://loremflickr.com/600/600/gopro,camera,action/all?lock=173",false
Apple Magic Keyboard,"Scissor-mechanism keys, full-size, rechargeable.",112,41,Accessories,"https://loremflickr.com/600/600/apple,keyboard/all?lock=214",false
Xiaomi 14 Pro Bundle,"Leica optics, Snapdragon 8 Gen 3, 6.73-inch LTPO. Comes with extra accessories and extended care.",937,34,Phones,"https://loremflickr.com/600/600/xiaomi,smartphone,android/all?lock=80",false
Wayfarer Sunglasses Bundle,"Acetate frame, classic wayfarer silhouette, polarized. Comes with extra accessories and extended care.",193,29,Fashion Accessories,"https://loremflickr.com/600/600/wayfarer,sunglasses/all?lock=379",false
Hoka Clifton 9,"Plush max-cushion daily trainer, light at 8.7oz.",157,38,Footwear,"https://loremflickr.com/600/600/hoka,running,sneakers/all?lock=347",false
The 7 Habits of Highly Effective People,Powerful lessons in personal change.,12,19,Books,"https://loremflickr.com/600/600/book,selfhelp/all?lock=521",false
Striped Long-Sleeve Henley (Refurbished),"Soft slub cotton, three-button placket, casual layering staple. Certified refurbished — same warranty, lower price.",53,32,Shirts,"https://loremflickr.com/600/600/henley,shirt,menswear/all?lock=267",false
Apple iPhone 14,"A15 Bionic, dual-lens 12MP, Crash Detection and Emergency SOS.",785,36,Phones,"https://loremflickr.com/600/600/iphone,apple,smartphone/all?lock=56",false
Ninja Foodi Air Fryer (Refurbished),"8-quart dual-zone air fryer with smart cook system. Certified refurbished — same warranty, lower price.",119,16,Home & Kitchen,"https://loremflickr.com/600/600/ninja,airfryer,kitchen/all?lock=391",false
Sapiens by Yuval Noah Harari,"A brief history of humankind, from the Stone Age to AI.",21,18,Books,"https://loremflickr.com/600/600/book,history/all?lock=499",false
Sony PlayStation 5 Slim,"Slimmer redesign, detachable disc drive, 1TB SSD.",477,4,Gaming,"https://loremflickr.com/600/600/playstation,ps5,console/all?lock=182",false
TRX Suspension Trainer,Full-body bodyweight trainer with door anchor.,157,116,Sports,"https://loremflickr.com/600/600/trx,fitness/all?lock=441",false
Manduka PRO Yoga Mat (Refurbished),"6mm dense cushion, lifetime guarantee. Certified refurbished — same warranty, lower price.",103,43,Sports,"https://loremflickr.com/600/600/manduka,yogamat,yoga/all?lock=428",false
Meta Quest 3,Mixed reality headset with full-color passthrough.,626,11,Gaming,"https://loremflickr.com/600/600/meta,quest,vr/all?lock=199",false
Striped Long-Sleeve Henley,"Soft slub cotton, three-button placket, casual layering staple.",69,45,Shirts,"https://loremflickr.com/600/600/henley,shirt,menswear/all?lock=265",false
Asus ROG Zephyrus G14,"Compact 14-inch gaming laptop, Ryzen 9, RTX 4070, AniMe Matrix lid.",2178,181,Laptops,"https://loremflickr.com/600/600/asus,rog,gaming,laptop/all?lock=32",false
New Balance 990v6,"Made in USA classic, ENCAP midsole, premium pigskin suede.",207,47,Footwear,"https://loremflickr.com/600/600/newbalance,990,sneakers/all?lock=337",false
Educated by Tara Westover Bundle,"A memoir about family, transformation, and the power of education. Comes with extra accessories and extended care.",20,53,Books,"https://loremflickr.com/600/600/book,memoir/all?lock=511",false
DJI Air 3,"Dual-camera drone, 46-min flight, O4 transmission.",1237,9,Cameras,"https://loremflickr.com/600/600/dji,drone/all?lock=179",false
Leather Biker Jacket (Refurbished),"Full-grain lambskin, asymmetric zipper, quilted lining. Certified refurbished — same warranty, lower price.",255,35,Outerwear,"https://loremflickr.com/600/600/leatherjacket,jacket/all?lock=311",false
Acer Swift Go 14,Thin-and-light OLED laptop with Intel Core Ultra and AI Engine.,1097,31,Laptops,"https://loremflickr.com/600/600/acer,swift,laptop/all?lock=35",false
Slim Fit Stretch Jeans,"10oz stretch denim, slim through thigh, tapered leg.",69,10,Pants,"https://loremflickr.com/600/600/jeans,denim,menswear/all?lock=283",false
Nothing Phone 2 (Refurbished),"Iconic Glyph interface, Snapdragon 8+ Gen 1, transparent design. Certified refurbished — same warranty, lower price.",573,55,Phones,"https://loremflickr.com/600/600/nothing,phone,android/all?lock=82",false
